sku,brand,model_guess,product_name,category_file,manufacturer_or_authorized_source_url,image_url_if_direct,confidence,usage_notes,notes
MDF-LPM-6816,Modern Flames,LPM-6816,Modern Flames 68 Inch Landscape Pro Bay Front Electric Wall Fireplace,electric-fireplaces-scraped.json,https://www.efireplacestore.com/mdf-lpm-6816.html,https://www.efireplacestore.com/images/Icon_Image/modern-flames-80-multi-sided-landscape-pro-built-in-electric-fireplaces-114.gif,high,Authorized dealer product page (eFireplaceStore); verify resale image reuse/license before replacing site assets.,Product page matched SKU/name; direct image from og/twitter metadata.
DIM-SWM4820,Dimplex,SWM4820,Dimplex 48 Inch Winslow Linear Electric Wall Mounted Fireplace,electric-fireplaces-scraped.json,https://www.efireplacestore.com/dim-swm4820.html,https://www.efireplacestore.com/images/Icon_Image/dimplex-48-inch-winslow-linear-electric-fireplace-30.gif,high,Authorized dealer product page (eFireplaceStore); verify resale image reuse/license before replacing site assets.,Product page matched SKU/name; direct image from og/twitter metadata.
MDF-OR52-SLIM,Modern Flames,OR52-SLIM,Modern Flames 52 Inch Orion Slim Electric Wall Fireplace,electric-fireplaces-scraped.json,https://www.efireplacestore.com/mdf-or52-slim.html,https://www.efireplacestore.com/images/Icon_Image/modern-flames-100-inch-orion-slim-heliovision-electric-fireplace-73.gif,high,Authorized dealer product page (eFireplaceStore); verify resale image reuse/license before replacing site assets.,Product page matched SKU/name; direct image from og/twitter metadata.
SPF-SF-INC36-MK-WS-INC36,Simplifire,SF-INC36-MK-WS-INC36,Simplifire 36 Inch Inception Traditional Electric Fireplace with Wescott Mantel Kit,electric-fireplaces-scraped.json,https://www.efireplacestore.com/spf-sf-inc36-mk-ws-inc36.html,https://www.efireplacestore.com/images/Icon_Image/simplifire-36-inch-inception-traditional-electric-fireplace-with-wescott-mantel-kit-1.gif,high,Authorized dealer product page (eFireplaceStore); verify resale image reuse/license before replacing site assets.,Product page matched SKU/name; direct image from og/twitter metadata.
DIM-GDS23L8-1904GB,Dimplex,GDS23L8-1904GB,Dimplex Xavier Media Console with Electric Fireplace Package,electric-fireplaces-scraped.json,https://www.efireplacestore.com/dim-gds23l8-1904gb.html,https://www.efireplacestore.com/images/Icon_Image/dimplex-xavier-media-console-with-electric-fireplace-package-39.gif,high,Authorized dealer product page (eFireplaceStore); verify resale image reuse/license before replacing site assets.,Product page matched SKU/name; direct image from og/twitter metadata.
AMA-EVO5020,Amantii,EVO5020,Amantii 50 Inch Fire and Ice Evolution Recessed or Wall Mount Linear Electric Fireplace,electric-fireplaces-scraped.json,https://www.efireplacestore.com/ama-evo5020.html,https://www.efireplacestore.com/images/Icon_Image/evo_main-1734024220_9724.jpg,high,Authorized dealer product page (eFireplaceStore); verify resale image reuse/license before replacing site assets.,Product page matched SKU/name; direct image from og/twitter metadata.
REM-CLASSIC-SLIM-33,Remii,CLASSIC-SLIM-33,Remii Classic Slim 33 Smart Electric Fireplace,electric-fireplaces-scraped.json,https://www.efireplacestore.com/rem-classic-slim-33.html,https://www.efireplacestore.com/images/Icon_Image/mg_7331-scaled-1-1722609647_8721.jpg,high,Authorized dealer product page (eFireplaceStore); verify resale image reuse/license before replacing site assets.,Product page matched SKU/name; direct image from og/twitter metadata.
MDF-WMC-68LPM-RTF-LPM-6816,Modern Flames,WMC-68LPM-RTF-LPM-6816,Modern Flames 68 Inch Landscape Pro Bay Front Electric Fireplace with RTF Wall-Mount Cabinet,electric-fireplaces-scraped.json,https://www.efireplacestore.com/mdf-wmc-68lpm-rtf-lpm-6816.html,https://www.efireplacestore.com/images/Icon_Image/modern-flames-68-inch-multisided-landscape-pro-electric-fireplace-and-ready-to-finish-premium-wall-mounted-cabinet-51.gif,high,Authorized dealer product page (eFireplaceStore); verify resale image reuse/license before replacing site assets.,Product page matched SKU/name; direct image from og/twitter metadata.
MDF-SPM-4226,Modern Flames,SPM-4226,Modern Flames 42 Inch Sedona Pro Bay Front Peninsula Electric Fireplace,electric-fireplaces-scraped.json,https://www.efireplacestore.com/mdf-spm-4226.html,https://www.efireplacestore.com/images/Icon_Image/img-2358020.gif,high,Authorized dealer product page (eFireplaceStore); verify resale image reuse/license before replacing site assets.,Product page matched SKU/name; direct image from og/twitter metadata.
AMA-SYM-88-XT,Amantii,SYM-88-XT,Amantii 88 Inch Symmetry Extra Tall Built-In Smart Electric Linear Fireplace,electric-fireplaces-scraped.json,https://www.efireplacestore.com/ama-sym-88-xt.html,https://www.efireplacestore.com/images/Icon_Image/amantii-symmetry-series-60-extra-tall-electric-glass-fireplace-56.gif,high,Authorized dealer product page (eFireplaceStore); verify resale image reuse/license before replacing site assets.,Product page matched SKU/name; direct image from og/twitter metadata.
MDF-OR60-MULTI,Modern Flames,OR60-MULTI,Modern Flames 60 Inch Orion Bay Front Electric Wall Fireplace,electric-fireplaces-scraped.json,https://www.efireplacestore.com/mdf-or60-multi.html,https://www.efireplacestore.com/images/Icon_Image/modern-flames-100-inch-orion-multi-heliovision-electric-fireplace-32.gif,high,Authorized dealer product page (eFireplaceStore); verify resale image reuse/license before replacing site assets.,Product page matched SKU/name; direct image from og/twitter metadata.
SPF-SF-SCN43,Simplifire,SF-SCN43,Simplifire 43 Inch Scion Linear Electric Fireplace,electric-fireplaces-scraped.json,https://www.efireplacestore.com/spf-sf-scn43.html,https://www.efireplacestore.com/images/Icon_Image/scion-1755036260_4003.png,high,Authorized dealer product page (eFireplaceStore); verify resale image reuse/license before replacing site assets.,Product page matched SKU/name; direct image from og/twitter metadata.
DIM-500003155,Dimplex,500003155,Dimplex 100 Inch Ignite Ultra Built-In Bay Front Linear Electric Fireplace with Corner Options,electric-fireplaces-scraped.json,https://www.efireplacestore.com/dim-500003155.html,https://www.efireplacestore.com/images/Icon_Image/ultra_100_1-1746472925_1875.png,high,Authorized dealer product page (eFireplaceStore); verify resale image reuse/license before replacing site assets.,Product page matched SKU/name; direct image from og/twitter metadata.
SPF-SF-OD43,Simplifire,SF-OD43,Simplifire 43 Inch Forum Outdoor Linear Electric Fireplace,electric-fireplaces-scraped.json,https://www.efireplacestore.com/spf-sf-od43.html,https://www.efireplacestore.com/images/Icon_Image/simplifire-43-inch-forum-outdoor-linear-electric-fireplace-1.gif,high,Authorized dealer product page (eFireplaceStore); verify resale image reuse/license before replacing site assets.,Product page matched SKU/name; direct image from og/twitter metadata.
MDF-OR30-TRAD,Modern Flames,OR30-TRAD,Modern Flames 30 Inch Orion Traditional Virtual Electric Fireplace,electric-fireplaces-scraped.json,https://www.efireplacestore.com/mdf-or30-trad.html,https://www.efireplacestore.com/images/Icon_Image/1ocA2PmzzpnQ2t1u3Vo1uHPkr1JZ71YBU.jpg,high,Authorized dealer product page (eFireplaceStore); verify resale image reuse/license before replacing site assets.,Product page matched SKU/name; direct image from og/twitter metadata.
MDF-OR36-TRAD,Modern Flames,OR36-TRAD,Modern Flames 36 Inch Orion Traditional Virtual Electric Fireplace,electric-fireplaces-scraped.json,https://www.efireplacestore.com/mdf-or36-trad.html,https://www.efireplacestore.com/images/Icon_Image/1ocA2PmzzpnQ2t1u3Vo1uHPkr1JZ71YBU.jpg,high,Authorized dealer product page (eFireplaceStore); verify resale image reuse/license before replacing site assets.,Product page matched SKU/name; direct image from og/twitter metadata.
MDF-OR26-TRAD,Modern Flames,OR26-TRAD,Modern Flames 26 Inch Orion Traditional Virtual Electric Fireplace,electric-fireplaces-scraped.json,https://www.efireplacestore.com/mdf-or26-trad.html,https://www.efireplacestore.com/images/Icon_Image/1ocA2PmzzpnQ2t1u3Vo1uHPkr1JZ71YBU.jpg,high,Authorized dealer product page (eFireplaceStore); verify resale image reuse/license before replacing site assets.,Product page matched SKU/name; direct image from og/twitter metadata.
AMA-AMA-TRV-55-BESPOKE-DESIGN-MEDIA-14PCE,Amantii,AMA-TRV-55-BESPOKE-DESIGN-MEDIA-14PCE,Amantii 57 Inch Tru View Bespoke Built-In 3-Sided Linear Electric Fireplace,electric-fireplaces-scraped.json,https://www.efireplacestore.com/ama-ama-trv-55-bespoke-design-media-14pce.html,https://www.efireplacestore.com/images/Icon_Image/trv_bespoke_1-1721074620_1759.png,high,Authorized dealer product page (eFireplaceStore); verify resale image reuse/license before replacing site assets.,Product page matched SKU/name; direct image from og/twitter metadata.
AMA-AMA-TRV-75-BESPOKE-DESIGN-MEDIA-14PCE,Amantii,AMA-TRV-75-BESPOKE-DESIGN-MEDIA-14PCE,Amantii 77 Inch Tru View Bespoke Built-In 3-Sided Linear Electric Fireplace,electric-fireplaces-scraped.json,https://www.efireplacestore.com/ama-ama-trv-75-bespoke-design-media-14pce.html,https://www.efireplacestore.com/images/Icon_Image/trv_bespoke_1-1721074620_1759.png,high,Authorized dealer product page (eFireplaceStore); verify resale image reuse/license before replacing site assets.,Product page matched SKU/name; direct image from og/twitter metadata.
AMA-SYM-74-XT-BESPOKE-DESIGN-MEDIA-BIRCH-15PCE,Amantii,SYM-74-XT-BESPOKE-DESIGN-MEDIA-BIRCH-15PCE,Amantii Symmetry Bespoke Xtra Tall 75 Inch Wall Mount Electric Fireplace,electric-fireplaces-scraped.json,https://www.efireplacestore.com/ama-sym-74-xt-bespoke-design-media-birch-15pce.html,https://www.efireplacestore.com/images/Icon_Image/sym-xt_bespoke-1721767593_1998.png,high,Authorized dealer product page (eFireplaceStore); verify resale image reuse/license before replacing site assets.,Product page matched SKU/name; direct image from og/twitter metadata.
AMA-BI-50-DEEP-XT-DESIGN-MEDIA-14PCE,Amantii,BI-50-DEEP-XT-DESIGN-MEDIA-14PCE,Amantii 50 Inch Panorama Extra Tall Smart Linear Electric Fireplace,electric-fireplaces-scraped.json,https://www.efireplacestore.com/ama-bi-50-deep-xt-design-media-14pce.html,https://www.efireplacestore.com/images/Icon_Image/panorama_deep_xt_40_main-1714578507_1404.jpg,high,Authorized dealer product page (eFireplaceStore); verify resale image reuse/license before replacing site assets.,Product page matched SKU/name; direct image from og/twitter metadata.
AMA-TRD-38,Amantii,TRD-38,Amantii 38 Inch Traditional Built-In Smart Electric Fireplace,electric-fireplaces-scraped.json,https://www.efireplacestore.com/ama-trd-38.html,https://www.efireplacestore.com/images/Icon_Image/amantii-38-traditional-series-electric-fireplace-89.gif,high,Authorized dealer product page (eFireplaceStore); verify resale image reuse/license before replacing site assets.,Product page matched SKU/name; direct image from og/twitter metadata.
DIM-SIL72,Dimplex,SIL72,Dimplex 72 Inch Sierra Linear Electric Wall Mounted Fireplace,electric-fireplaces-scraped.json,https://www.efireplacestore.com/dim-sil72.html,https://www.efireplacestore.com/images/Icon_Image/dimplex-72-inch-sierra-linear-electric-fireplace-30.gif,high,Authorized dealer product page (eFireplaceStore); verify resale image reuse/license before replacing site assets.,Product page matched SKU/name; direct image from og/twitter metadata.
REM-102765-XS,Remii,102765-XS,Remii 65 Inch Extra Slim Electric Linear Fireplace,electric-fireplaces-scraped.json,https://www.efireplacestore.com/rem-102765-xs.html,https://www.efireplacestore.com/images/Icon_Image/remii-extra-slim-65-electric-fireplace-60.gif,high,Authorized dealer product page (eFireplaceStore); verify resale image reuse/license before replacing site assets.,Product page matched SKU/name; direct image from og/twitter metadata.
MDF-CEF-60B,Modern Flames,CEF-60B,Modern Flames 60 Inch Challenger Electric Wall Mounted Fireplace,electric-fireplaces-scraped.json,https://www.efireplacestore.com/mdf-cef-60b.html,https://www.efireplacestore.com/images/Icon_Image/modern-flames-60-inch-challenger-recessed-electric-fireplace-56.gif,high,Authorized dealer product page (eFireplaceStore); verify resale image reuse/license before replacing site assets.,Product page matched SKU/name; direct image from og/twitter metadata.
DIM-500002574,Dimplex,500002574,Dimplex 60 Inch Ignite Evolve Built-In Linear Electric Fireplace,electric-fireplaces-scraped.json,https://www.efireplacestore.com/dim-500002574.html,https://www.efireplacestore.com/images/Icon_Image/dimplex-100-inch-ignite-evolve-built-in-linear-electric-fireplace-1.gif,high,Authorized dealer product page (eFireplaceStore); verify resale image reuse/license before replacing site assets.,Product page matched SKU/name; direct image from og/twitter metadata.
DPX-VF2927L,Dimplex,VF2927L,Dimplex 30 Inch Opti-V Solo Linear Electric Fireplace,electric-fireplaces-scraped.json,https://www.efireplacestore.com/dpx-vf2927l.html,https://www.efireplacestore.com/images/Icon_Image/dimplex-vf2927l-opti-v-solo-wall-mounted-electric-fireplace-82.gif,high,Authorized dealer product page (eFireplaceStore); verify resale image reuse/license before replacing site assets.,Product page matched SKU/name; direct image from og/twitter metadata.
DIM-GDS28L8-1924SK,Dimplex,GDS28L8-1924SK,Dimplex Royce Mantel with Electric Fireplace Package,electric-fireplaces-scraped.json,https://www.efireplacestore.com/dim-gds28l8-1924sk.html,https://www.efireplacestore.com/images/Icon_Image/dimplex-royce-mantel-with-electric-fireplace-package-39.gif,high,Authorized dealer product page (eFireplaceStore); verify resale image reuse/license before replacing site assets.,Product page matched SKU/name; direct image from og/twitter metadata.
MDF-RS-5435,Modern Flames,RS-5435,Modern Flames 52 Inch Redstone Electric Fireplace,electric-fireplaces-scraped.json,https://www.efireplacestore.com/mdf-rs-5435.html,https://www.efireplacestore.com/images/Icon_Image/modern-flames-54-inch-redstone-traditional-electric-fireplace-46.gif,high,Authorized dealer product page (eFireplaceStore); verify resale image reuse/license before replacing site assets.,Product page matched SKU/name; direct image from og/twitter metadata.
AMA-TRD-30-XS,Amantii,TRD-30-XS,Amantii 30 Inch Traditional Extra Slim Built-In Smart Electric Fireplace,electric-fireplaces-scraped.json,https://www.efireplacestore.com/ama-trd-30-xs.html,https://www.efireplacestore.com/images/Icon_Image/amantii-30-inch-traditional-xtraslim-electric-fireplace-insert-56.gif,high,Authorized dealer product page (eFireplaceStore); verify resale image reuse/license before replacing site assets.,Product page matched SKU/name; direct image from og/twitter metadata.
AMA-TRD-44,Amantii,TRD-44,Amantii 44 Inch Traditional Built-In Smart Electric Fireplace,electric-fireplaces-scraped.json,https://www.efireplacestore.com/ama-trd-44.html,https://www.efireplacestore.com/images/Icon_Image/amantii-44-traditional-series-electric-fireplace-81.gif,high,Authorized dealer product page (eFireplaceStore); verify resale image reuse/license before replacing site assets.,Product page matched SKU/name; direct image from og/twitter metadata.
AMA-SYM-60-BESPOKE,Amantii,SYM-60-BESPOKE,Amantii 60 Inch Symmetry Bespoke Smart Electric Linear Wall Fireplace,electric-fireplaces-scraped.json,https://www.efireplacestore.com/ama-sym-60-bespoke.html,https://www.efireplacestore.com/images/Icon_Image/amantii-60-inch-bespoke-symmetry-electric-fireplace-57.gif,high,Authorized dealer product page (eFireplaceStore); verify resale image reuse/license before replacing site assets.,Product page matched SKU/name; direct image from og/twitter metadata.
MDF-SPS-74B,Modern Flames,SPS-74B,Modern Flames 74 Inch Spectrum Slimline Electric Linear Fireplace,electric-fireplaces-scraped.json,https://www.efireplacestore.com/mdf-sps-74b.html,https://www.efireplacestore.com/images/Icon_Image/modern-flames-100-spectrum-slimline-electric-fireplace-41.gif,high,Authorized dealer product page (eFireplaceStore); verify resale image reuse/license before replacing site assets.,Product page matched SKU/name; direct image from og/twitter metadata.
AMA-BI-60-SLIM-OD,Amantii,BI-60-SLIM-OD,Amantii 60 Inch Panorama Slim Built-In Smart Electric Linear Fireplace,electric-fireplaces-scraped.json,https://www.efireplacestore.com/ama-bi-60-slim-od.html,https://www.efireplacestore.com/images/Icon_Image/bi-60-slim-od-1761149128_6234.jpg,high,Authorized dealer product page (eFireplaceStore); verify resale image reuse/license before replacing site assets.,Product page matched SKU/name; direct image from og/twitter metadata.
AMA-72-TRV-XT-XL,Amantii,72-TRV-XT-XL,Amantii 72 Inch Tru-View Extra Tall XL Built-In Smart Electric Linear Fireplace,electric-fireplaces-scraped.json,https://www.efireplacestore.com/ama-72-trv-xt-xl.html,https://www.efireplacestore.com/images/Icon_Image/amantii-72-3-sided-tru-view-xt-glass-fireplace-62.gif,high,Authorized dealer product page (eFireplaceStore); verify resale image reuse/license before replacing site assets.,Product page matched SKU/name; direct image from og/twitter metadata.
AMA-TRD-33-XS,Amantii,TRD-33-XS,Amantii 33 Inch Traditional Extra Slim Built-In Smart Electric Fireplace,electric-fireplaces-scraped.json,https://www.efireplacestore.com/ama-trd-33-xs.html,https://www.efireplacestore.com/images/Icon_Image/amantii-33-inch-traditional-xtraslim-electric-fireplace-insert-50.gif,high,Authorized dealer product page (eFireplaceStore); verify resale image reuse/license before replacing site assets.,Product page matched SKU/name; direct image from og/twitter metadata.
AMA-BI-30-XTRASLIM,Amantii,BI-30-XTRASLIM,Amantii 30 Inch Panorama Extra Slim Built-In Electric Linear Fireplace with Black Surround,electric-fireplaces-scraped.json,https://www.efireplacestore.com/ama-bi-30-xtraslim.html,https://www.efireplacestore.com/images/Icon_Image/amantii-30-inch-panorama-extra-slim-built-in-electric-fireplace-with-black-surround-110.gif,high,Authorized dealer product page (eFireplaceStore); verify resale image reuse/license before replacing site assets.,Product page matched SKU/name; direct image from og/twitter metadata.
MDF-OR60-SLIM,Modern Flames,OR60-SLIM,Modern Flames 60 Inch Orion Slim Electric Wall Fireplace,electric-fireplaces-scraped.json,https://www.efireplacestore.com/mdf-or60-slim.html,https://www.efireplacestore.com/images/Icon_Image/modern-flames-100-inch-orion-slim-heliovision-electric-fireplace-73.gif,high,Authorized dealer product page (eFireplaceStore); verify resale image reuse/license before replacing site assets.,Product page matched SKU/name; direct image from og/twitter metadata.
MDF-LPS-8014,Modern Flames,LPS-8014,Modern Flames 80 Inch Landscape Pro Slim Electric Linear Fireplace,electric-fireplaces-scraped.json,https://www.efireplacestore.com/mdf-lps-8014.html,https://www.efireplacestore.com/images/Icon_Image/modern-flames-68-inch-landscape-pro-slim-built-in-electric-linear-fireplace-6.gif,high,Authorized dealer product page (eFireplaceStore); verify resale image reuse/license before replacing site assets.,Product page matched SKU/name; direct image from og/twitter metadata.
DIM-SWM4220,Dimplex,SWM4220,Dimplex 42 Inch Winslow Linear Electric Wall Mounted Fireplace,electric-fireplaces-scraped.json,https://www.efireplacestore.com/dim-swm4220.html,https://www.efireplacestore.com/images/Icon_Image/dimplex-42-inch-winslow-linear-electric-fireplace-30.gif,high,Authorized dealer product page (eFireplaceStore); verify resale image reuse/license before replacing site assets.,Product page matched SKU/name; direct image from og/twitter metadata.
AMA-SYM-34-XT,Amantii,SYM-34-XT,Amantii 34 Inch Symmetry Extra Tall Built-In Smart Electric Linear Fireplace,electric-fireplaces-scraped.json,https://www.efireplacestore.com/ama-sym-34-xt.html,https://www.efireplacestore.com/images/Icon_Image/amantii-symmetry-series-34-extra-tall-electric-glass-fireplace-71.gif,high,Authorized dealer product page (eFireplaceStore); verify resale image reuse/license before replacing site assets.,Product page matched SKU/name; direct image from og/twitter metadata.
REM-102745-XT,Remii,102745-XT,Remii 45 Inch Extra Tall Electric Linear Fireplace,electric-fireplaces-scraped.json,https://www.efireplacestore.com/rem-102745-xt.html,https://www.efireplacestore.com/images/Icon_Image/remii-extra-tall-45-electric-fireplace-53.gif,high,Authorized dealer product page (eFireplaceStore); verify resale image reuse/license before replacing site assets.,Product page matched SKU/name; direct image from og/twitter metadata.
AMA-30-TRV-SLIM,Amantii,30-TRV-SLIM,Amantii 30 Inch Tru-View Slim Built-In Smart Electric Linear Peninsula Fireplace,electric-fireplaces-scraped.json,https://www.efireplacestore.com/ama-30-trv-slim.html,https://www.efireplacestore.com/images/Icon_Image/amantii-30-3-sided-tru-view-slim-glass-fireplace-68.gif,high,Authorized dealer product page (eFireplaceStore); verify resale image reuse/license before replacing site assets.,Product page matched SKU/name; direct image from og/twitter metadata.
AMA-BI-72-DEEP-OD,Amantii,BI-72-DEEP-OD,Amantii 72 Inch Panorama Deep Built-In Smart Electric Linear Fireplace,electric-fireplaces-scraped.json,https://www.efireplacestore.com/ama-bi-72-deep-od.html,https://www.efireplacestore.com/images/Icon_Image/amantii-50-inch-panorama-slim-built-in-electric-fireplace-with-black-surround-92.gif,high,Authorized dealer product page (eFireplaceStore); verify resale image reuse/license before replacing site assets.,Product page matched SKU/name; direct image from og/twitter metadata.
AMA-BI-88-SLIM-OD,Amantii,BI-88-SLIM-OD,Amantii 88 Inch Panorama Slim Built-In Smart Electric Linear Fireplace,electric-fireplaces-scraped.json,https://www.efireplacestore.com/ama-bi-88-slim-od.html,https://www.efireplacestore.com/images/Icon_Image/bi-88-slim-od_main-1761148195_5641.jpg,high,Authorized dealer product page (eFireplaceStore); verify resale image reuse/license before replacing site assets.,Product page matched SKU/name; direct image from og/twitter metadata.
AMA-WM-FML-34-4023-STL,Amantii,WM-FML-34-4023-STL,Amantii 34 Inch Wall or Flush Mount Smart Electric Fireplace with Steel Surround,electric-fireplaces-scraped.json,https://www.efireplacestore.com/ama-wm-fml-34-4023-stl.html,https://www.efireplacestore.com/images/Icon_Image/amantii-34-inch-fire-ice-electric-fireplace-with-black-steel-surround-and-log-set-69.gif,high,Authorized dealer product page (eFireplaceStore); verify resale image reuse/license before replacing site assets.,Product page matched SKU/name; direct image from og/twitter metadata.
MDF-LPM-4416,Modern Flames,LPM-4416,Modern Flames 44 Inch Landscape Pro Bay Front Peninsula Electric Fireplace,electric-fireplaces-scraped.json,https://www.efireplacestore.com/mdf-lpm-4416.html,https://www.efireplacestore.com/images/Icon_Image/modern-flames-44-multi-sided-landscape-pro-built-in-electric-fireplaces-104.gif,high,Authorized dealer product page (eFireplaceStore); verify resale image reuse/license before replacing site assets.,Product page matched SKU/name; direct image from og/twitter metadata.
MDF-LPS-6814,Modern Flames,LPS-6814,Modern Flames 68 Inch Landscape Pro Slim Electric Linear Fireplace,electric-fireplaces-scraped.json,https://www.efireplacestore.com/mdf-lps-6814.html,https://www.efireplacestore.com/images/Icon_Image/modern-flames-68-inch-landscape-pro-slim-built-in-electric-fireplace-28.gif,high,Authorized dealer product page (eFireplaceStore); verify resale image reuse/license before replacing site assets.,Product page matched SKU/name; direct image from og/twitter metadata.
AMA-WM-FML-26-3223-STL,Amantii,WM-FML-26-3223-STL,Amantii 26 Inch Wall or Flush Mount Smart Electric Fireplace with Steel Surround,electric-fireplaces-scraped.json,https://www.efireplacestore.com/ama-wm-fml-26-3223-stl.html,https://www.efireplacestore.com/images/Icon_Image/amantii-26-inch-fire-ice-electric-fireplace-with-black-steel-surround-and-log-set-59.gif,high,Authorized dealer product page (eFireplaceStore); verify resale image reuse/license before replacing site assets.,Product page matched SKU/name; direct image from og/twitter metadata.
AMA-WM-BI-2428-VLR-BG,Amantii,WM-BI-2428-VLR-BG,Amantii 24 Inch Wall and Corner Mount Electric Fireplace with Glass Surround,electric-fireplaces-scraped.json,https://www.efireplacestore.com/ama-wm-bi-2428-vlr-bg.html,https://www.efireplacestore.com/images/Icon_Image/amantii-24-inch-zero-clearance-electric-fireplace-with-black-glass-surround-and-log-set-65.gif,high,Authorized dealer product page (eFireplaceStore); verify resale image reuse/license before replacing site assets.,Product page matched SKU/name; direct image from og/twitter metadata.
AMA-BI-50-DEEP-OD,Amantii,BI-50-DEEP-OD,Amantii 50 Inch Panorama Deep Built-In Smart Electric Linear Fireplace,electric-fireplaces-scraped.json,https://www.efireplacestore.com/ama-bi-50-deep-od.html,https://www.efireplacestore.com/images/Icon_Image/bi-50-deep-od-1761149394_4.jpg,high,Authorized dealer product page (eFireplaceStore); verify resale image reuse/license before replacing site assets.,Product page matched SKU/name; direct image from og/twitter metadata.
DIM-500002608,Dimplex,500002608,Dimplex 74 Inch Ignite Evolve Built-In Linear Electric Fireplace,electric-fireplaces-scraped.json,https://www.efireplacestore.com/dim-500002608.html,https://www.efireplacestore.com/images/Icon_Image/dimplex-100-inch-ignite-evolve-built-in-linear-electric-fireplace-1.gif,high,Authorized dealer product page (eFireplaceStore); verify resale image reuse/license before replacing site assets.,Product page matched SKU/name; direct image from og/twitter metadata.
REM-CLASSIC-SLIM-26,Remii,CLASSIC-SLIM-26,Remii Classic Slim 26 Smart Electric Fireplace,electric-fireplaces-scraped.json,https://www.efireplacestore.com/rem-classic-slim-26.html,https://www.efireplacestore.com/images/Icon_Image/mg_7331-scaled-1-1722609647_8721.jpg,high,Authorized dealer product page (eFireplaceStore); verify resale image reuse/license before replacing site assets.,Product page matched SKU/name; direct image from og/twitter metadata.
AMA-TRD-26-XS,Amantii,TRD-26-XS,Amantii 26 Inch Traditional Extra Slim Built-In Smart Electric Fireplace,electric-fireplaces-scraped.json,https://www.efireplacestore.com/ama-trd-26-xs.html,https://www.efireplacestore.com/images/Icon_Image/amantii-26-inch-traditional-xtraslim-electric-fireplace-insert-62.gif,high,Authorized dealer product page (eFireplaceStore); verify resale image reuse/license before replacing site assets.,Product page matched SKU/name; direct image from og/twitter metadata.
AMA-40-TRV-SLIM,Amantii,40-TRV-SLIM,Amantii 40 Inch Tru-View Slim Built-In Smart Electric Linear Fireplace,electric-fireplaces-scraped.json,https://www.efireplacestore.com/ama-40-trv-slim.html,https://www.efireplacestore.com/images/Icon_Image/amantii-50-3-sided-tru-view-slim-glass-fireplace-58.gif,high,Authorized dealer product page (eFireplaceStore); verify resale image reuse/license before replacing site assets.,Product page matched SKU/name; direct image from og/twitter metadata.
AMA-BI-88-DEEP-OD,Amantii,BI-88-DEEP-OD,Amantii 88 Inch Panorama Deep Built-In Smart Electric Linear Fireplace,electric-fireplaces-scraped.json,https://www.efireplacestore.com/ama-bi-88-deep-od.html,https://www.efireplacestore.com/images/Icon_Image/bi-88-deep-od-1761148767_4105.jpg,high,Authorized dealer product page (eFireplaceStore); verify resale image reuse/license before replacing site assets.,Product page matched SKU/name; direct image from og/twitter metadata.
AMA-50-TRV-SLIM,Amantii,50-TRV-SLIM,Amantii 50 Inch Tru-View Slim Built-In Smart Linear Electric Fireplace,electric-fireplaces-scraped.json,https://www.efireplacestore.com/ama-50-trv-slim.html,https://www.efireplacestore.com/images/Icon_Image/amantii-50-3-sided-tru-view-slim-glass-fireplace-58.gif,high,Authorized dealer product page (eFireplaceStore); verify resale image reuse/license before replacing site assets.,Product page matched SKU/name; direct image from og/twitter metadata.
MDF-OR76-MULTI,Modern Flames,OR76-MULTI,Modern Flames 76 Inch Orion Bay Front Electric Wall Fireplace,electric-fireplaces-scraped.json,https://www.efireplacestore.com/mdf-or76-multi.html,https://www.efireplacestore.com/images/Icon_Image/modern-flames-100-inch-orion-multi-heliovision-electric-fireplace-32.gif,high,Authorized dealer product page (eFireplaceStore); verify resale image reuse/license before replacing site assets.,Product page matched SKU/name; direct image from og/twitter metadata.
AMA-WM-FM-50-BG,Amantii,WM-FM-50-BG,Amantii 50 Inch Wall or Flush Mount Smart Electric Fireplace with Glass Surround,electric-fireplaces-scraped.json,https://www.efireplacestore.com/ama-wm-fm-50-bg.html,https://www.efireplacestore.com/images/Icon_Image/amantii-50-inch-fire-ice-electric-fireplace-with-black-glass-surround-and-log-set-82.gif,high,Authorized dealer product page (eFireplaceStore); verify resale image reuse/license before replacing site assets.,Product page matched SKU/name; direct image from og/twitter metadata.
AMA-BI-60-DEEP-OD,Amantii,BI-60-DEEP-OD,Amantii 60 Inch Panorama Deep Built-In Smart Electric Linear Fireplace,electric-fireplaces-scraped.json,https://www.efireplacestore.com/ama-bi-60-deep-od.html,https://www.efireplacestore.com/images/Icon_Image/amantii-60-inch-panorama-deep-built-in-electric-fireplace-with-black-surround-81.gif,high,Authorized dealer product page (eFireplaceStore); verify resale image reuse/license before replacing site assets.,Product page matched SKU/name; direct image from og/twitter metadata.
MDF-RS-2621,Modern Flames,RS-2621,Modern Flames 26 Inch Redstone Electric Fireplace,electric-fireplaces-scraped.json,https://www.efireplacestore.com/mdf-rs-2621.html,https://www.efireplacestore.com/images/Icon_Image/modern-flames-42-inch-redstone-electric-linear-fireplace-8.gif,high,Authorized dealer product page (eFireplaceStore); verify resale image reuse/license before replacing site assets.,Product page matched SKU/name; direct image from og/twitter metadata.
