sku,brand,model_guess,product_name,category_file,manufacturer_or_authorized_source_url,image_url_if_direct,confidence,usage_notes,notes
SUP-VCM3026ZMN,Superior,VCM3026ZMN,Superior 26 Inch VCM3000 Vent Free Gas Fireplace,gas-fireplaces-scraped.json,https://www.efireplacestore.com/sup-vcm3026zmn.html,,high,Exact-SKU authorized retailer product page candidate; use page/gallery image only after confirming reuse rights or supplier/manufacturer permission. No local files replaced.,"Source URL is the exact product page from the input catalog (eFireplaceStore/Aaron-linked retail source), chosen over random image/scraper results. Direct image URL left blank pending licensed asset extraction."
CUI-DVP42FP71N,Empire,DVP42FP71N,Empire DVP42FP71N Tahoe Premium Direct Vent Fireplace,gas-fireplaces-scraped.json,https://www.efireplacestore.com/cui-dvp42fp71n.html,,high,Exact-SKU authorized retailer product page candidate; use page/gallery image only after confirming reuse rights or supplier/manufacturer permission. No local files replaced.,"Source URL is the exact product page from the input catalog (eFireplaceStore/Aaron-linked retail source), chosen over random image/scraper results. Direct image URL left blank pending licensed asset extraction."
EMP-VFLC20IN32N,Empire,VFLC20IN32N,Empire 28 Inch Loft Vent Free Gas Fireplace Insert/Fireplace with Millivolt Pilot - 20 - 000 BTUs (Modern),gas-fireplaces-scraped.json,https://www.efireplacestore.com/emp-vflc20in32n.html,,high,Exact-SKU authorized retailer product page candidate; use page/gallery image only after confirming reuse rights or supplier/manufacturer permission. No local files replaced.,"Source URL is the exact product page from the input catalog (eFireplaceStore/Aaron-linked retail source), chosen over random image/scraper results. Direct image URL left blank pending licensed asset extraction."
SUP-DRL6084TEN,Superior,DRL6084TEN,Superior 84 Inch DRL6000 Linear Direct Vent Gas Fireplace - IPI Ignition,gas-fireplaces-scraped.json,https://www.efireplacestore.com/sup-drl6084ten.html,,high,Exact-SKU authorized retailer product page candidate; use page/gallery image only after confirming reuse rights or supplier/manufacturer permission. No local files replaced.,"Source URL is the exact product page from the input catalog (eFireplaceStore/Aaron-linked retail source), chosen over random image/scraper results. Direct image URL left blank pending licensed asset extraction."
EMP-DVCD42FP71N,Empire,DVCD42FP71N,Empire 42 Inch Deluxe Tahoe Clean-Face Direct Vent Fireplace with Blower - Intermittent Pilot,gas-fireplaces-scraped.json,https://www.efireplacestore.com/emp-dvcd42fp71n.html,,high,Exact-SKU authorized retailer product page candidate; use page/gallery image only after confirming reuse rights or supplier/manufacturer permission. No local files replaced.,"Source URL is the exact product page from the input catalog (eFireplaceStore/Aaron-linked retail source), chosen over random image/scraper results. Direct image URL left blank pending licensed asset extraction."
EMP-DVD48FP71N,Empire,DVD48FP71N,Empire 48 Inch Deluxe Tahoe Direct Vent Fireplace with Blower - Intermittent Pilot,gas-fireplaces-scraped.json,https://www.efireplacestore.com/emp-dvd48fp71n.html,,high,Exact-SKU authorized retailer product page candidate; use page/gallery image only after confirming reuse rights or supplier/manufacturer permission. No local files replaced.,"Source URL is the exact product page from the input catalog (eFireplaceStore/Aaron-linked retail source), chosen over random image/scraper results. Direct image URL left blank pending licensed asset extraction."
CUI-DVP48FP70N,Empire,DVP48FP70N,Empire Tahoe Premium Direct Vent Gas Fireplace with Intermittent Pilot - 48 Inch,gas-fireplaces-scraped.json,https://www.efireplacestore.com/cui-dvp48fp70n.html,,high,Exact-SKU authorized retailer product page candidate; use page/gallery image only after confirming reuse rights or supplier/manufacturer permission. No local files replaced.,"Source URL is the exact product page from the input catalog (eFireplaceStore/Aaron-linked retail source), chosen over random image/scraper results. Direct image URL left blank pending licensed asset extraction."
EMP-DVCD42FP31N,Empire,DVCD42FP31N,Empire 42 Inch Deluxe Tahoe Clean-Face Direct Vent Fireplace with Blower - Millivolt,gas-fireplaces-scraped.json,https://www.efireplacestore.com/emp-dvcd42fp31n.html,,high,Exact-SKU authorized retailer product page candidate; use page/gallery image only after confirming reuse rights or supplier/manufacturer permission. No local files replaced.,"Source URL is the exact product page from the input catalog (eFireplaceStore/Aaron-linked retail source), chosen over random image/scraper results. Direct image URL left blank pending licensed asset extraction."
CUI-DVP42FP91N,Empire,DVP42FP91N,Empire 42 Inch Tahoe Premium Direct Vent Fireplace RF Package,gas-fireplaces-scraped.json,https://www.efireplacestore.com/cui-dvp42fp91n.html,,high,Exact-SKU authorized retailer product page candidate; use page/gallery image only after confirming reuse rights or supplier/manufacturer permission. No local files replaced.,"Source URL is the exact product page from the input catalog (eFireplaceStore/Aaron-linked retail source), chosen over random image/scraper results. Direct image URL left blank pending licensed asset extraction."
SUP-VCM3026ZTN,Superior,VCM3026ZTN,Superior 26 Inch VCM3000 Vent Free Gas Fireplace,gas-fireplaces-scraped.json,https://www.efireplacestore.com/sup-vcm3026ztn.html,,high,Exact-SKU authorized retailer product page candidate; use page/gallery image only after confirming reuse rights or supplier/manufacturer permission. No local files replaced.,"Source URL is the exact product page from the input catalog (eFireplaceStore/Aaron-linked retail source), chosen over random image/scraper results. Direct image URL left blank pending licensed asset extraction."
EMP-DVL46BP30N,Empire,DVL46BP30N,Empire 46 Inch Loft Direct Vent Gas Fireplace,gas-fireplaces-scraped.json,https://www.efireplacestore.com/emp-dvl46bp30n.html,,high,Exact-SKU authorized retailer product page candidate; use page/gallery image only after confirming reuse rights or supplier/manufacturer permission. No local files replaced.,"Source URL is the exact product page from the input catalog (eFireplaceStore/Aaron-linked retail source), chosen over random image/scraper results. Direct image URL left blank pending licensed asset extraction."
SUP-DRL3555TEP,Superior,DRL3555TEP,Superior 55 Inch DRL3500 Series Contemporary Linear Direct Vent Propane Fireplace,gas-fireplaces-scraped.json,https://www.efireplacestore.com/sup-drl3555tep.html,,high,Exact-SKU authorized retailer product page candidate; use page/gallery image only after confirming reuse rights or supplier/manufacturer permission. No local files replaced.,"Source URL is the exact product page from the input catalog (eFireplaceStore/Aaron-linked retail source), chosen over random image/scraper results. Direct image URL left blank pending licensed asset extraction."
SUP-DRL4072TEN,Superior,DRL4072TEN,Superior 72 Inch DRL4000 Linear Direct Vent Gas Fireplace - IPI Ignition,gas-fireplaces-scraped.json,https://www.efireplacestore.com/sup-drl4072ten.html,,high,Exact-SKU authorized retailer product page candidate; use page/gallery image only after confirming reuse rights or supplier/manufacturer permission. No local files replaced.,"Source URL is the exact product page from the input catalog (eFireplaceStore/Aaron-linked retail source), chosen over random image/scraper results. Direct image URL left blank pending licensed asset extraction."
CUI-DVP36FP91N,Empire,DVP36FP91N,Empire 36 Inch Tahoe Premium Direct Vent Fireplace RF Package,gas-fireplaces-scraped.json,https://www.efireplacestore.com/cui-dvp36fp91n.html,,high,Exact-SKU authorized retailer product page candidate; use page/gallery image only after confirming reuse rights or supplier/manufacturer permission. No local files replaced.,"Source URL is the exact product page from the input catalog (eFireplaceStore/Aaron-linked retail source), chosen over random image/scraper results. Direct image URL left blank pending licensed asset extraction."
EMP-EMBC11SUH-VFD26FP30L10N,Empire,EMBC11SUH-VFD26FP30L10N,Empire Corner Cabinet Mantel with Base and 26 Inch Vail Vent Free Gas Fireplace- Millivolt Pilot,gas-fireplaces-scraped.json,https://www.efireplacestore.com/emp-embc11suh-vfd26fp30l10n.html,,high,Exact-SKU authorized retailer product page candidate; use page/gallery image only after confirming reuse rights or supplier/manufacturer permission. No local files replaced.,"Source URL is the exact product page from the input catalog (eFireplaceStore/Aaron-linked retail source), chosen over random image/scraper results. Direct image URL left blank pending licensed asset extraction."
CUI-BVP42FP30LN,Empire,BVP42FP30LN,Empire 42 Inch Louvered Keystone Premium B-Vent Gas Fireplace,gas-fireplaces-scraped.json,https://www.efireplacestore.com/cui-bvp42fp30ln.html,,high,Exact-SKU authorized retailer product page candidate; use page/gallery image only after confirming reuse rights or supplier/manufacturer permission. No local files replaced.,"Source URL is the exact product page from the input catalog (eFireplaceStore/Aaron-linked retail source), chosen over random image/scraper results. Direct image URL left blank pending licensed asset extraction."
EMP-EMBC1SUH-VFPA32BP71LN,Empire,EMBC1SUH-VFPA32BP71LN,Empire Corner Mantel and Vail 32 Inch Vent Free Gas Fireplace with Blower - Intermittent Pilot,gas-fireplaces-scraped.json,https://www.efireplacestore.com/emp-embc1suh-vfpa32bp71ln.html,,high,Exact-SKU authorized retailer product page candidate; use page/gallery image only after confirming reuse rights or supplier/manufacturer permission. No local files replaced.,"Source URL is the exact product page from the input catalog (eFireplaceStore/Aaron-linked retail source), chosen over random image/scraper results. Direct image URL left blank pending licensed asset extraction."
EMP-EMBC1SUH-DVD32FP31N,Empire,EMBC1SUH-DVD32FP31N,Empire Corner Mantel and Tahoe Deluxe 32 Inch Direct Vent Fireplace with Blower- Millivolt Pilot,gas-fireplaces-scraped.json,https://www.efireplacestore.com/emp-embc1suh-dvd32fp31n.html,,high,Exact-SKU authorized retailer product page candidate; use page/gallery image only after confirming reuse rights or supplier/manufacturer permission. No local files replaced.,"Source URL is the exact product page from the input catalog (eFireplaceStore/Aaron-linked retail source), chosen over random image/scraper results. Direct image URL left blank pending licensed asset extraction."
EMP-EMBC3SUH-DVP36FP31N,Empire,EMBC3SUH-DVP36FP31N,Empire Corner Mantel and Tahoe Premium 36 Inch Direct Vent Fireplace with Blower - Millivolt Pilot,gas-fireplaces-scraped.json,https://www.efireplacestore.com/emp-embc3suh-dvp36fp31n.html,,high,Exact-SKU authorized retailer product page candidate; use page/gallery image only after confirming reuse rights or supplier/manufacturer permission. No local files replaced.,"Source URL is the exact product page from the input catalog (eFireplaceStore/Aaron-linked retail source), chosen over random image/scraper results. Direct image URL left blank pending licensed asset extraction."
EMP-EMBC3SUH-DVP36FP71N,Empire,EMBC3SUH-DVP36FP71N,Empire Corner Mantel and Tahoe Premium 36 Inch Direct Vent Fireplace with Blower - IPI,gas-fireplaces-scraped.json,https://www.efireplacestore.com/emp-embc3suh-dvp36fp71n.html,,high,Exact-SKU authorized retailer product page candidate; use page/gallery image only after confirming reuse rights or supplier/manufacturer permission. No local files replaced.,"Source URL is the exact product page from the input catalog (eFireplaceStore/Aaron-linked retail source), chosen over random image/scraper results. Direct image URL left blank pending licensed asset extraction."
EMP-DVL36BP70N,Empire,DVL36BP70N,Empire 36 Inch Loft Direct Vent Gas Fireplace - IPI Ignition,gas-fireplaces-scraped.json,https://www.efireplacestore.com/emp-dvl36bp70n.html,,high,Exact-SKU authorized retailer product page candidate; use page/gallery image only after confirming reuse rights or supplier/manufacturer permission. No local files replaced.,"Source URL is the exact product page from the input catalog (eFireplaceStore/Aaron-linked retail source), chosen over random image/scraper results. Direct image URL left blank pending licensed asset extraction."
SUP-VRL3045ZEN,Superior,VRL3045ZEN,Superior 45 Inch VRL3045 Vent Free Linear Gas Fireplace,gas-fireplaces-scraped.json,https://www.efireplacestore.com/sup-vrl3045zen.html,,high,Exact-SKU authorized retailer product page candidate; use page/gallery image only after confirming reuse rights or supplier/manufacturer permission. No local files replaced.,"Source URL is the exact product page from the input catalog (eFireplaceStore/Aaron-linked retail source), chosen over random image/scraper results. Direct image URL left blank pending licensed asset extraction."
SUP-VRL6048ZEN,Superior,VRL6048ZEN,Superior 55 Inch VRL6048 Vent Free Linear Gas Fireplace,gas-fireplaces-scraped.json,https://www.efireplacestore.com/sup-vrl6048zen.html,,high,Exact-SKU authorized retailer product page candidate; use page/gallery image only after confirming reuse rights or supplier/manufacturer permission. No local files replaced.,"Source URL is the exact product page from the input catalog (eFireplaceStore/Aaron-linked retail source), chosen over random image/scraper results. Direct image URL left blank pending licensed asset extraction."
SUP-DRT3040DEN-E,Superior,DRT3040DEN-E,Superior 40 Inch DRT3000 Direct Vent Gas Fireplace - Electronic Ignition,gas-fireplaces-scraped.json,https://www.efireplacestore.com/sup-drt3040den-e.html,,high,Exact-SKU authorized retailer product page candidate; use page/gallery image only after confirming reuse rights or supplier/manufacturer permission. No local files replaced.,"Source URL is the exact product page from the input catalog (eFireplaceStore/Aaron-linked retail source), chosen over random image/scraper results. Direct image URL left blank pending licensed asset extraction."
SUP-DRT4040TEN-E,Superior,DRT4040TEN-E,Superior 40 Inch DRT4000 Direct Vent Gas Fireplace - Electronic Ignition,gas-fireplaces-scraped.json,https://www.efireplacestore.com/sup-drt4040ten-e.html,,high,Exact-SKU authorized retailer product page candidate; use page/gallery image only after confirming reuse rights or supplier/manufacturer permission. No local files replaced.,"Source URL is the exact product page from the input catalog (eFireplaceStore/Aaron-linked retail source), chosen over random image/scraper results. Direct image URL left blank pending licensed asset extraction."
CUI-VFD36FB2DF,Empire,VFD36FB2DF,Empire 36 Inch Breckenridge Deluxe Vent Free Flush Front Gas Fireplace Firebox with Traditional Brick Liner,gas-fireplaces-scraped.json,https://www.efireplacestore.com/cui-vfd36fb2df.html,,high,Exact-SKU authorized retailer product page candidate; use page/gallery image only after confirming reuse rights or supplier/manufacturer permission. No local files replaced.,"Source URL is the exact product page from the input catalog (eFireplaceStore/Aaron-linked retail source), chosen over random image/scraper results. Direct image URL left blank pending licensed asset extraction."
CUI-VFD36FB2DL,Empire,VFD36FB2DL,Empire 36 Inch Breckenridge Deluxe Vent Free Louvered Gas Fireplace Firebox with Traditional Brick Liner,gas-fireplaces-scraped.json,https://www.efireplacestore.com/cui-vfd36fb2dl.html,,high,Exact-SKU authorized retailer product page candidate; use page/gallery image only after confirming reuse rights or supplier/manufacturer permission. No local files replaced.,"Source URL is the exact product page from the input catalog (eFireplaceStore/Aaron-linked retail source), chosen over random image/scraper results. Direct image URL left blank pending licensed asset extraction."
CUI-VFD26FP30LN,Empire,VFD26FP30LN,Empire 26 Inch Vail Vent Free Natural Gas Fireplace - 20 - 000 BTU,gas-fireplaces-scraped.json,https://www.efireplacestore.com/cui-vfd26fp30ln.html,,high,Exact-SKU authorized retailer product page candidate; use page/gallery image only after confirming reuse rights or supplier/manufacturer permission. No local files replaced.,"Source URL is the exact product page from the input catalog (eFireplaceStore/Aaron-linked retail source), chosen over random image/scraper results. Direct image URL left blank pending licensed asset extraction."
CUI-VFD32FB2CL,Empire,VFD32FB2CL,Empire 32 Inch Breckenridge Deluxe Vent Free Louvered Gas Fireplace Firebox with Aged Brick Liner,gas-fireplaces-scraped.json,https://www.efireplacestore.com/cui-vfd32fb2cl.html,,high,Exact-SKU authorized retailer product page candidate; use page/gallery image only after confirming reuse rights or supplier/manufacturer permission. No local files replaced.,"Source URL is the exact product page from the input catalog (eFireplaceStore/Aaron-linked retail source), chosen over random image/scraper results. Direct image URL left blank pending licensed asset extraction."
CUI-DVCD32FP30,Empire,DVCD32FP30,Empire Tahoe Deluxe Clean Face Direct Vent Gas Fireplace with Remote-Ready Millivolt Controls - 32 Inch,gas-fireplaces-scraped.json,https://www.efireplacestore.com/cui-dvcd32fp30.html,,high,Exact-SKU authorized retailer product page candidate; use page/gallery image only after confirming reuse rights or supplier/manufacturer permission. No local files replaced.,"Source URL is the exact product page from the input catalog (eFireplaceStore/Aaron-linked retail source), chosen over random image/scraper results. Direct image URL left blank pending licensed asset extraction."
CUI-DVD32FP71N,Empire,DVD32FP71N,Empire DVD32FP71N Tahoe Deluxe Direct Vent Fireplace,gas-fireplaces-scraped.json,https://www.efireplacestore.com/cui-dvd32fp71n.html,,high,Exact-SKU authorized retailer product page candidate; use page/gallery image only after confirming reuse rights or supplier/manufacturer permission. No local files replaced.,"Source URL is the exact product page from the input catalog (eFireplaceStore/Aaron-linked retail source), chosen over random image/scraper results. Direct image URL left blank pending licensed asset extraction."
EMP-VFPA36BP31LN,Empire,VFPA36BP31LN,Empire 36 Inch Vail Unvented Fireplace with Blower - Millivolt,gas-fireplaces-scraped.json,https://www.efireplacestore.com/emp-vfpa36bp31ln.html,,high,Exact-SKU authorized retailer product page candidate; use page/gallery image only after confirming reuse rights or supplier/manufacturer permission. No local files replaced.,"Source URL is the exact product page from the input catalog (eFireplaceStore/Aaron-linked retail source), chosen over random image/scraper results. Direct image URL left blank pending licensed asset extraction."
CUI-VFD26FP30L10P,Empire,VFD26FP30L10P,Empire 26 Inch Vail Vent Free Propane Gas Fireplace - 10 - 000 BTU,gas-fireplaces-scraped.json,https://www.efireplacestore.com/cui-vfd26fp30l10p.html,,high,Exact-SKU authorized retailer product page candidate; use page/gallery image only after confirming reuse rights or supplier/manufacturer permission. No local files replaced.,"Source URL is the exact product page from the input catalog (eFireplaceStore/Aaron-linked retail source), chosen over random image/scraper results. Direct image URL left blank pending licensed asset extraction."
CUI-OLL48FP12SN,Empire,OLL48FP12SN,Empire OLL48FP12SN Carol Rose Outdoor Stainless Steel Linear Fireplace,gas-fireplaces-scraped.json,https://www.efireplacestore.com/cui-oll48fp12sn.html,,high,Exact-SKU authorized retailer product page candidate; use page/gallery image only after confirming reuse rights or supplier/manufacturer permission. No local files replaced.,"Source URL is the exact product page from the input catalog (eFireplaceStore/Aaron-linked retail source), chosen over random image/scraper results. Direct image URL left blank pending licensed asset extraction."
CUI-VFP36PP32EP,Empire,VFP36PP32EP,Empire 36 Inch Vail Premium Vent Free Propane Gas Peninsula Fireplace,gas-fireplaces-scraped.json,https://www.efireplacestore.com/cui-vfp36pp32ep.html,,high,Exact-SKU authorized retailer product page candidate; use page/gallery image only after confirming reuse rights or supplier/manufacturer permission. No local files replaced.,"Source URL is the exact product page from the input catalog (eFireplaceStore/Aaron-linked retail source), chosen over random image/scraper results. Direct image URL left blank pending licensed asset extraction."
CUI-VFD26FM30WN,Empire,VFD26FM30WN,Empire 26 Inch Vail Vent Free Natural Gas Fireplace with White Mantel,gas-fireplaces-scraped.json,https://www.efireplacestore.com/cui-vfd26fm30wn.html,,high,Exact-SKU authorized retailer product page candidate; use page/gallery image only after confirming reuse rights or supplier/manufacturer permission. No local files replaced.,"Source URL is the exact product page from the input catalog (eFireplaceStore/Aaron-linked retail source), chosen over random image/scraper results. Direct image URL left blank pending licensed asset extraction."
EMP-VFS42FB0F,Empire,VFS42FB0F,Empire 42 Inch Breckenridge Select Vent Free Circulating Smooth Front Fireplace Firebox,gas-fireplaces-scraped.json,https://www.efireplacestore.com/emp-vfs42fb0f.html,,high,Exact-SKU authorized retailer product page candidate; use page/gallery image only after confirming reuse rights or supplier/manufacturer permission. No local files replaced.,"Source URL is the exact product page from the input catalog (eFireplaceStore/Aaron-linked retail source), chosen over random image/scraper results. Direct image URL left blank pending licensed asset extraction."
CUI-DVCP36BP70N,Empire,DVCP36BP70N,Empire DVCP36BP70N Tahoe Direct Vent Fireplace,gas-fireplaces-scraped.json,https://www.efireplacestore.com/cui-dvcp36bp70n.html,,high,Exact-SKU authorized retailer product page candidate; use page/gallery image only after confirming reuse rights or supplier/manufacturer permission. No local files replaced.,"Source URL is the exact product page from the input catalog (eFireplaceStore/Aaron-linked retail source), chosen over random image/scraper results. Direct image URL left blank pending licensed asset extraction."
CUI-BVD36FP32LN,Empire,BVD36FP32LN,Empire 36 Inch Louvered Keystone Deluxe B-Vent Gas Fireplace,gas-fireplaces-scraped.json,https://www.efireplacestore.com/cui-bvd36fp32ln.html,,high,Exact-SKU authorized retailer product page candidate; use page/gallery image only after confirming reuse rights or supplier/manufacturer permission. No local files replaced.,"Source URL is the exact product page from the input catalog (eFireplaceStore/Aaron-linked retail source), chosen over random image/scraper results. Direct image URL left blank pending licensed asset extraction."
SUP-VRT3236WH,Superior,VRT3236WH,Superior 36 Inch VRT3200 Series Vent Free Gas Fireplace Firebox,gas-fireplaces-scraped.json,https://www.efireplacestore.com/sup-vrt3236wh.html,,high,Exact-SKU authorized retailer product page candidate; use page/gallery image only after confirming reuse rights or supplier/manufacturer permission. No local files replaced.,"Source URL is the exact product page from the input catalog (eFireplaceStore/Aaron-linked retail source), chosen over random image/scraper results. Direct image URL left blank pending licensed asset extraction."
SUP-VRT3536WH,Superior,VRT3536WH,Superior 36 Inch VRT3500 Series Vent Free Gas Fireplace Firebox,gas-fireplaces-scraped.json,https://www.efireplacestore.com/sup-vrt3536wh.html,,high,Exact-SKU authorized retailer product page candidate; use page/gallery image only after confirming reuse rights or supplier/manufacturer permission. No local files replaced.,"Source URL is the exact product page from the input catalog (eFireplaceStore/Aaron-linked retail source), chosen over random image/scraper results. Direct image URL left blank pending licensed asset extraction."
CUI-DVCD32FP70N,Empire,DVCD32FP70N,Empire DVCD32FP70N Tahoe Deluxe Direct Vent Fireplace,gas-fireplaces-scraped.json,https://www.efireplacestore.com/cui-dvcd32fp70n.html,,high,Exact-SKU authorized retailer product page candidate; use page/gallery image only after confirming reuse rights or supplier/manufacturer permission. No local files replaced.,"Source URL is the exact product page from the input catalog (eFireplaceStore/Aaron-linked retail source), chosen over random image/scraper results. Direct image URL left blank pending licensed asset extraction."
SUP-ODLVF72ZEN,Superior,ODLVF72ZEN,Superior VRE4672 Series 72 Inch Outdoor Vent Free Linear Gas Fireplace,gas-fireplaces-scraped.json,https://www.efireplacestore.com/sup-odlvf72zen.html,,high,Exact-SKU authorized retailer product page candidate; use page/gallery image only after confirming reuse rights or supplier/manufacturer permission. No local files replaced.,"Source URL is the exact product page from the input catalog (eFireplaceStore/Aaron-linked retail source), chosen over random image/scraper results. Direct image URL left blank pending licensed asset extraction."
SUP-VRE4542RS,Superior,VRE4542RS,Superior VRE4542 Custom Series 42 Inch Paneled Outdoor Vent-Free Fireplace Firebox,gas-fireplaces-scraped.json,https://www.efireplacestore.com/sup-vre4542rs.html,,high,Exact-SKU authorized retailer product page candidate; use page/gallery image only after confirming reuse rights or supplier/manufacturer permission. No local files replaced.,"Source URL is the exact product page from the input catalog (eFireplaceStore/Aaron-linked retail source), chosen over random image/scraper results. Direct image URL left blank pending licensed asset extraction."
CUI-OLL48SP12SN,Empire,OLL48SP12SN,Empire OLL48SP12SN Carol Rose Outdoor Stainless Steel See-Through Linear Fireplace,gas-fireplaces-scraped.json,https://www.efireplacestore.com/cui-oll48sp12sn.html,,high,Exact-SKU authorized retailer product page candidate; use page/gallery image only after confirming reuse rights or supplier/manufacturer permission. No local files replaced.,"Source URL is the exact product page from the input catalog (eFireplaceStore/Aaron-linked retail source), chosen over random image/scraper results. Direct image URL left blank pending licensed asset extraction."
CUI-DVCX36FP30N,Empire,DVCX36FP30N,Empire Tahoe Luxury Clean Face Direct-Vent Millivolt Traditional Fireplace - 36 Inch,gas-fireplaces-scraped.json,https://www.efireplacestore.com/cui-dvcx36fp30n.html,,high,Exact-SKU authorized retailer product page candidate; use page/gallery image only after confirming reuse rights or supplier/manufacturer permission. No local files replaced.,"Source URL is the exact product page from the input catalog (eFireplaceStore/Aaron-linked retail source), chosen over random image/scraper results. Direct image URL left blank pending licensed asset extraction."
EMP-VFP36FB0F,Empire,VFP36FB0F,Empire 36 Inch Breckenridge Premium Vent Free Circulating Smooth Front Fireplace Firebox,gas-fireplaces-scraped.json,https://www.efireplacestore.com/emp-vfp36fb0f.html,,high,Exact-SKU authorized retailer product page candidate; use page/gallery image only after confirming reuse rights or supplier/manufacturer permission. No local files replaced.,"Source URL is the exact product page from the input catalog (eFireplaceStore/Aaron-linked retail source), chosen over random image/scraper results. Direct image URL left blank pending licensed asset extraction."
EMP-BVD34FP70FN,Empire,BVD34FP70FN,Empire Keystone 34 Inch Natural Gas Flush Front Deluxe B-Vent Fireplace - Intermittent Pilot,gas-fireplaces-scraped.json,https://www.efireplacestore.com/emp-bvd34fp70fn.html,,high,Exact-SKU authorized retailer product page candidate; use page/gallery image only after confirming reuse rights or supplier/manufacturer permission. No local files replaced.,"Source URL is the exact product page from the input catalog (eFireplaceStore/Aaron-linked retail source), chosen over random image/scraper results. Direct image URL left blank pending licensed asset extraction."
SUP-DRL6060TEN-B,Superior,DRL6060TEN-B,Superior 60 Inch DRL6060 Direct Vent Linear Gas Fireplace,gas-fireplaces-scraped.json,https://www.efireplacestore.com/sup-drl6060ten-b.html,,high,Exact-SKU authorized retailer product page candidate; use page/gallery image only after confirming reuse rights or supplier/manufacturer permission. No local files replaced.,"Source URL is the exact product page from the input catalog (eFireplaceStore/Aaron-linked retail source), chosen over random image/scraper results. Direct image URL left blank pending licensed asset extraction."
SUP-VRE3242ZENWS,Superior,VRE3242ZENWS,Superior 42 Inch VRE3200 Outdoor Vent Free Outdoor Fireplace Firebox,gas-fireplaces-scraped.json,https://www.efireplacestore.com/sup-vre3242zenws.html,,high,Exact-SKU authorized retailer product page candidate; use page/gallery image only after confirming reuse rights or supplier/manufacturer permission. No local files replaced.,"Source URL is the exact product page from the input catalog (eFireplaceStore/Aaron-linked retail source), chosen over random image/scraper results. Direct image URL left blank pending licensed asset extraction."
EMP-DVLL36BP92N,Empire,DVLL36BP92N,Empire 36 Inch Boulevard Direct Vent Gas Linear Fireplace,gas-fireplaces-scraped.json,https://www.efireplacestore.com/emp-dvll36bp92n.html,,high,Exact-SKU authorized retailer product page candidate; use page/gallery image only after confirming reuse rights or supplier/manufacturer permission. No local files replaced.,"Source URL is the exact product page from the input catalog (eFireplaceStore/Aaron-linked retail source), chosen over random image/scraper results. Direct image URL left blank pending licensed asset extraction."
SUP-VRT3232WH,Superior,VRT3232WH,Superior 32 Inch VRT3200 Series Vent Free Gas Fireplace Firebox,gas-fireplaces-scraped.json,https://www.efireplacestore.com/sup-vrt3232wh.html,,high,Exact-SKU authorized retailer product page candidate; use page/gallery image only after confirming reuse rights or supplier/manufacturer permission. No local files replaced.,"Source URL is the exact product page from the input catalog (eFireplaceStore/Aaron-linked retail source), chosen over random image/scraper results. Direct image URL left blank pending licensed asset extraction."
EMP-DVCD32FP31N,Empire,DVCD32FP31N,Empire 32 Inch Deluxe Tahoe Clean-Face Direct Vent Fireplace with Blower - Millivolt,gas-fireplaces-scraped.json,https://www.efireplacestore.com/emp-dvcd32fp31n.html,,high,Exact-SKU authorized retailer product page candidate; use page/gallery image only after confirming reuse rights or supplier/manufacturer permission. No local files replaced.,"Source URL is the exact product page from the input catalog (eFireplaceStore/Aaron-linked retail source), chosen over random image/scraper results. Direct image URL left blank pending licensed asset extraction."
EMP-VFLC10IN32N,Empire,VFLC10IN32N,Empire 28 Inch Loft Vent Free Gas Fireplace Insert/Fireplace with Millivolt Pilot - 10 - 000 BTUs (Modern),gas-fireplaces-scraped.json,https://www.efireplacestore.com/emp-vflc10in32n.html,,high,Exact-SKU authorized retailer product page candidate; use page/gallery image only after confirming reuse rights or supplier/manufacturer permission. No local files replaced.,"Source URL is the exact product page from the input catalog (eFireplaceStore/Aaron-linked retail source), chosen over random image/scraper results. Direct image URL left blank pending licensed asset extraction."
CUI-DVP48FP31N,Empire,DVP48FP31N,Empire DVP48FP31N Tahoe Premium Direct Vent Fireplace,gas-fireplaces-scraped.json,https://www.efireplacestore.com/cui-dvp48fp31n.html,,high,Exact-SKU authorized retailer product page candidate; use page/gallery image only after confirming reuse rights or supplier/manufacturer permission. No local files replaced.,"Source URL is the exact product page from the input catalog (eFireplaceStore/Aaron-linked retail source), chosen over random image/scraper results. Direct image URL left blank pending licensed asset extraction."
CUI-DVP48FP91N,Empire,DVP48FP91N,Empire 48 Inch Tahoe Premium Direct Vent Fireplace RF Package,gas-fireplaces-scraped.json,https://www.efireplacestore.com/cui-dvp48fp91n.html,,high,Exact-SKU authorized retailer product page candidate; use page/gallery image only after confirming reuse rights or supplier/manufacturer permission. No local files replaced.,"Source URL is the exact product page from the input catalog (eFireplaceStore/Aaron-linked retail source), chosen over random image/scraper results. Direct image URL left blank pending licensed asset extraction."
EMP-DVCP36PP70N,Empire,DVCP36PP70N,Empire 36 Inch Premium Tahoe Clean-Face Peninsula Direct Vent Fireplace - Intermittent Pilot,gas-fireplaces-scraped.json,https://www.efireplacestore.com/emp-dvcp36pp70n.html,,high,Exact-SKU authorized retailer product page candidate; use page/gallery image only after confirming reuse rights or supplier/manufacturer permission. No local files replaced.,"Source URL is the exact product page from the input catalog (eFireplaceStore/Aaron-linked retail source), chosen over random image/scraper results. Direct image URL left blank pending licensed asset extraction."
