sku,brand,category_file,product_name,source_page,source_image_url,local_url,bytes,sha1
AMA-INS-FM-30,Amantii,electric-inserts-scraped.json,Amantii 30 Inch INS-FM Black Steel Electric Fireplace Insert (Modern),https://www.efireplacestore.com/ama-ins-fm-30.html,https://www.efireplacestore.com/images/amantii-30-inch-electric-fireplace-insert-with-black-steel-surround-34_189857.webp,/products-upgraded/electric-inserts/ama-ins-fm-30.webp,10630,f8ff67acc4da3ef6fe78333eee820236cf4bf706
MAJ-QUARTZ36IFTL,Majestic,gas-fireplaces-scraped.json,Majestic 36 Inch Quartz Top/Rear Direct Vent Gas Fireplace with IntelliFire Touch Ignition,https://www.majesticproducts.com/fireplaces/gas/quartz-series-direct-vent-gas-fireplace,https://hearthnhome.getbynder.com/m/3937ee27caf31518/webimage-Quartz-Series-Product-Video.png,/products-upgraded/gas-fireplaces/maj-quartz36iftl.webp,74038,acb81c83e31fb38e9ea093748ca082a8295ed504
MAJ-RBV4842IT,Majestic,gas-fireplaces-scraped.json,Majestic 42 Inch Reveal Open Hearth B-Vent Gas Fireplace,https://www.majesticproducts.com/fireplaces/gas/reveal-b-vent-gas-fireplace,https://hearthnhome.getbynder.com/m/3a7172c57b6e2711/webimage-32_HHT_Reveal_NatGreyTrad_Room.png,/products-upgraded/gas-fireplaces/maj-rbv4842it.webp,61512,19a14bc5d4d5cdad45ddb169fbacf9f334f213c5
AMA-ZECL-31-3228-STL-I-ARCH,Amantii,electric-inserts-scraped.json,Amantii 31 Inch Zero-Clearance Traditional Electric Fireplace Insert,https://www.efireplacestore.com/ama-zecl-31-3228-stl-i-arch.html,https://www.efireplacestore.com/images/amantii-31-inch-zero-clearance-traditional-electric-fireplace-insert-1_412381.webp,/products-upgraded/electric-inserts/ama-zecl-31-3228-stl-i-arch.webp,9974,607afa558c00e9b13868948b9f5bd30c7674fc77
MAJ-MER36N,Majestic,gas-fireplaces-scraped.json,Majestic 36 Inch Meridian Gas Direct Vent Fireplace,https://www.majesticproducts.com/fireplaces/gas/meridian-series,https://hearthnhome.getbynder.com/m/543ab1c3c430563d/webimage-MAJ-Meridian-Product-Video.jpg,/products-upgraded/gas-fireplaces/maj-mer36n.webp,55120,859def58b23783ae0bfab84a484ea3f7312cd8a4
NPL-BLP42NTE,Napoleon,gas-fireplaces-scraped.json,Napoleon 42 Inch Ascent Premium Direct Vent Linear Gas Fireplace,https://www.efireplacestore.com/npl-blp42nte.html,https://www.efireplacestore.com/images/napoleon-42-inch-ascent-premium-direct-vent-linear-gas-fireplace-1_434159.webp,/products-upgraded/gas-fireplaces/npl-blp42nte.webp,31804,e12075573b5eb6d617ef8854cd779033978d12d7
DIM-GDS26L8-1918TW,Dimplex,electric-fireplaces-scraped.json,Dimplex Arlo Media Console with Electric Fireplace Package,https://www.efireplacestore.com/dim-gds26l8-1918tw.html,https://www.efireplacestore.com/images/zcfp1032us-1746473820_9796_615456.webp,/products-upgraded/electric-fireplaces/dim-gds26l8-1918tw.webp,4070,7a3ae3cd4c222e6a093c06eb8563b393589be44b
NPL-B30NTRE,Napoleon,gas-fireplaces-scraped.json,Napoleon B30 Ascent Builder Series 30 Inch Direct Vent Fireplace - Electronic Ignition,https://www.efireplacestore.com/npl-b30ntre.html,https://www.efireplacestore.com/images/napoleon-b30-ascent-builder-series-30-direct-vent-fireplace-electronic-ignition-123_575733.webp,/products-upgraded/gas-fireplaces/npl-b30ntre.webp,11944,0c897795f87bc047c906823cd6ae9fed85e5446b
NPL-B46NTRE,Napoleon,gas-fireplaces-scraped.json,Napoleon B46 Ascent Builder Series 46 Inch Direct Vent Fireplace - Electronic Ignition,https://www.efireplacestore.com/npl-b46ntre.html,https://www.efireplacestore.com/images/napoleon-b46-ascent-builder-series-46-direct-vent-fireplace-electronic-ignition-176_306883.webp,/products-upgraded/gas-fireplaces/npl-b46ntre.webp,18506,7f871522381adb44dbf058c874b97df8629f9b26
NPL-BL46NTE,Napoleon,gas-fireplaces-scraped.json,Napoleon 46 Inch Ascent Linear Direct Vent Natural Gas Fireplace,https://www.efireplacestore.com/npl-bl46nte.html,https://www.efireplacestore.com/images/napoleon-ascent-linear-series-46-direct-vent-natural-gas-fireplace-electronic-ignition-47_205146.webp,/products-upgraded/gas-fireplaces/npl-bl46nte.webp,4422,b3c88deadb36860792c484f4d2f9dd785c8d68ef
NPL-B42NTRE,Napoleon,gas-fireplaces-scraped.json,Napoleon 42 Inch Ascent Direct Vent Gas Fireplace - IPI Ignition,https://www.efireplacestore.com/npl-b42ntre.html,https://www.efireplacestore.com/images/napoleon-42-inch-ascent-direct-vent-gas-fireplace-ipi-ignition-33_205024.webp,/products-upgraded/gas-fireplaces/npl-b42ntre.webp,7708,4bd306d92d73e388b8360b0dd24abf671fc4c325
MAJ-MARQ42IN,Majestic,gas-fireplaces-scraped.json,Majestic Marquis II 42 Inch Direct Vent Fireplace with IntelliFire Tough Ignition,https://www.majesticproducts.com/fireplaces/gas/marquis-ii-direct-vent-gas-fireplace,https://hearthnhome.getbynder.com/m/a940dce8fdd16d/webimage-Marquis-II-Product-Video.png,/products-upgraded/gas-fireplaces/maj-marq42in.webp,83620,792e1750a000af607068e1132d0ba24935217899
MAJ-MER42PN,Majestic,gas-fireplaces-scraped.json,Majestic 42 Inch Meridian Platinum Gas Direct Vent Fireplace,https://www.majesticproducts.com/fireplaces/gas/meridian-series,https://hearthnhome.getbynder.com/m/543ab1c3c430563d/webimage-MAJ-Meridian-Product-Video.jpg,/products-upgraded/gas-fireplaces/maj-mer42pn.webp,55120,859def58b23783ae0bfab84a484ea3f7312cd8a4
NPL-B46NTR,Napoleon,gas-fireplaces-scraped.json,Napoleon B46 Ascent Builder Series 46 Inch Direct Vent Fireplace - Millivolt,https://www.efireplacestore.com/npl-b46ntr.html,https://www.efireplacestore.com/images/napoleon-b46-ascent-builder-series-46-direct-vent-fireplace-electronic-ignition-138_205166.webp,/products-upgraded/gas-fireplaces/npl-b46ntr.webp,32280,7a1f19bcfc638d2182e48ba91adb33f0184d7a83
NPL-RSS42NE,Napoleon,gas-fireplaces-scraped.json,Napoleon 42 Inch RSS42NE Riverside Clean Face Outdoor Vent Free Gas Fireplace,https://www.efireplacestore.com/npl-rss42ne.html,https://www.efireplacestore.com/images/riverside36_1-1726150719_8055_593750.webp,/products-upgraded/gas-fireplaces/npl-rss42ne.webp,36050,c674eac84c0b941478903641f5d68276689aae8d
MAJ-LCOR-DV36IN,Majestic,gas-fireplaces-scraped.json,Majestic 36 Inch Direct Vent Natural Gas Fireplace with IntelliFire Touch Ignition - Left Corner,https://www.majesticproducts.com/fireplaces/gas/corner-series-direct-vent-gas-fireplace,https://hearthnhome.getbynder.com/m/697857a75ff215e8/webimage-HNG-Multi-Sided-Gas-Fireplaces.png,/products-upgraded/gas-fireplaces/maj-lcor-dv36in.webp,40784,bc48fc43924af301955ba9deab0ded28ab67970c
MAJ-ST-DV36IN,Majestic,gas-fireplaces-scraped.json,Majestic 36 Inch See Through Direct Vent Multi Side Gas Fireplace with IntelliFire Touch Ignition,https://www.majesticproducts.com/fireplaces/gas/see-through-direct-vent-gas-fireplace,https://hearthnhome.getbynder.com/m/697857a75ff215e8/webimage-HNG-Multi-Sided-Gas-Fireplaces.png,/products-upgraded/gas-fireplaces/maj-st-dv36in.webp,40784,bc48fc43924af301955ba9deab0ded28ab67970c
NPL-BX42NTRE,Napoleon,gas-fireplaces-scraped.json,Napoleon 42 Inch Ascent X Direct Vent Gas Fireplace,https://www.efireplacestore.com/npl-bx42ntre.html,https://www.efireplacestore.com/images/npl-bx42ntre-1727467636_2756_594035.webp,/products-upgraded/gas-fireplaces/npl-bx42ntre.webp,51532,fd255fa7c4703a8d34a7297088b4ff454c6966f2
NPL-HD4STGN,Napoleon,gas-fireplaces-scraped.json,Napoleon BHD4 Ascent Multi-View Direct Vent See-Thru Gas Fireplace,https://www.efireplacestore.com/npl-hd4stgn.html,https://www.efireplacestore.com/images/napoleon-bhd4-ascent-multi-view-direct-vent-see-thru-gas-fireplace-168_205186.webp,/products-upgraded/gas-fireplaces/npl-hd4stgn.webp,17532,c72a5099a827373506db84dc8bbafbf4d126d40e
NPL-EX36PTEL,Napoleon,gas-fireplaces-scraped.json,Napoleon 36 Inch Elevation X Direct Vent Propane Gas Fireplace,https://www.efireplacestore.com/npl-ex36ptel.html,https://www.efireplacestore.com/images/napoleon-36-inch-elevation-x-direct-vent-propane-gas-fireplace-33_205002.webp,/products-upgraded/gas-fireplaces/npl-ex36ptel.webp,34350,abdc9d43d3d0f6763e797b727c8e299ed4bf55aa
NPL-B36NTR-1,Napoleon,gas-fireplaces-scraped.json,Napoleon Ascent 36 Inch Direct Vent Gas Fireplace - Millivolt Pilot,https://www.efireplacestore.com/npl-b36ntr-1.html,https://www.efireplacestore.com/images/napoleon-ascent-36-inch-direct-vent-gas-fireplace-millivolt-millivolt-pilot-28_205138.webp,/products-upgraded/gas-fireplaces/npl-b36ntr-1.webp,13938,94f26668b6c52f29e4e03af54b2a33d8c4bf84ed
NPL-AX42NTE-1,Napoleon,gas-fireplaces-scraped.json,Napoleon 42 Inch Updated Altitude X Direct Vent Gas Fireplace,https://www.efireplacestore.com/npl-ax42nte-1.html,https://www.efireplacestore.com/images/napoleon-36-inch-updated-altitude-x-direct-vent-gas-fireplace-1_434158.webp,/products-upgraded/gas-fireplaces/npl-ax42nte-1.webp,84088,43a6b279de3bde08ad6a1c6b9d2cd27284df0a78
NPL-AX36NTE-1,Napoleon,gas-fireplaces-scraped.json,Napoleon 36 Inch Updated Altitude X Direct Vent Gas Fireplace,https://www.efireplacestore.com/npl-ax36nte-1.html,https://www.efireplacestore.com/images/napoleon-36-inch-updated-altitude-x-direct-vent-gas-fireplace-1_434158.webp,/products-upgraded/gas-fireplaces/npl-ax36nte-1.webp,84088,43a6b279de3bde08ad6a1c6b9d2cd27284df0a78
NPL-E36NT,Napoleon,gas-fireplaces-scraped.json,Napoleon 36 Inch Elevation Direct Vent Gas Fireplace - Millivolt,https://www.efireplacestore.com/npl-e36nt.html,https://www.efireplacestore.com/images/napoleon-36-inch-elevation-direct-vent-gas-fireplace-electronic-ignition-31_205000.webp,/products-upgraded/gas-fireplaces/npl-e36nt.webp,32306,3d673972d36019bc37a0540747a27bc2c2733bf8
NPL-TLV62N,Napoleon,gas-fireplaces-scraped.json,Napoleon 62 Inch Vector Tall Direct Vent Linear Gas Fireplace,https://www.efireplacestore.com/npl-tlv62n.html,https://www.efireplacestore.com/images/napoleon-62-inch-vector-tall-direct-vent-linear-gas-fireplace-1_434167.webp,/products-upgraded/gas-fireplaces/npl-tlv62n.webp,37028,01594ac318a626970a6a4c8298014c10b1134518
MAJ-RBV4236IT,Majestic,gas-fireplaces-scraped.json,Majestic 36 Inch Reveal Open Hearth B-Vent Gas Fireplace,https://www.majesticproducts.com/fireplaces/gas/reveal-b-vent-gas-fireplace,https://hearthnhome.getbynder.com/m/3a7172c57b6e2711/webimage-32_HHT_Reveal_NatGreyTrad_Room.png,/products-upgraded/gas-fireplaces/maj-rbv4236it.webp,61512,19a14bc5d4d5cdad45ddb169fbacf9f334f213c5
MAJ-RCOR-DV36IN,Majestic,gas-fireplaces-scraped.json,Majestic 36 Inch Direct Vent Natural Gas Fireplace with IntelliFire Touch Ignition - Right Corner,https://www.majesticproducts.com/fireplaces/gas/corner-series-direct-vent-gas-fireplace,https://hearthnhome.getbynder.com/m/697857a75ff215e8/webimage-HNG-Multi-Sided-Gas-Fireplaces.png,/products-upgraded/gas-fireplaces/maj-rcor-dv36in.webp,40784,bc48fc43924af301955ba9deab0ded28ab67970c
NPL-LV50N-2,Napoleon,gas-fireplaces-scraped.json,Napoleon 50 Inch Vector Direct-Vent Linear Gas Fireplace - Electronic Ignition,https://www.efireplacestore.com/npl-lv50n-2.html,https://www.efireplacestore.com/images/lv50n-2-web-gallery-01-vector-lv50-contemporary-logs-premiumsb-blacktrim-1708635093_0971_570493.webp,/products-upgraded/gas-fireplaces/npl-lv50n-2.webp,16048,f07f042e5acab9f0edec8004587c7ccfc392bc9a
NPL-LV50N2-2,Napoleon,gas-fireplaces-scraped.json,Napoleon 50 Inch See-Through Vector Direct Vent Linear Gas Fireplace - Electronic Ignition,https://www.efireplacestore.com/npl-lv50n2-2.html,https://www.efireplacestore.com/images/lv50n2-2-web-gallery-01-vector-lv50st-contemporary-logs-premiumsb-blacktrim-1708637783_2244_570492.webp,/products-upgraded/gas-fireplaces/npl-lv50n2-2.webp,17812,c34924c0d6149db58cd032127a364f0afad07211
NPL-RSS36NE,Napoleon,gas-fireplaces-scraped.json,Napoleon 36 Inch RSS36NE Riverside Clean Face Outdoor Vent Free Gas Fireplace,https://www.efireplacestore.com/npl-rss36ne.html,https://www.efireplacestore.com/images/riverside36_1-1726150719_8055_593750.webp,/products-upgraded/gas-fireplaces/npl-rss36ne.webp,36050,c674eac84c0b941478903641f5d68276689aae8d
NPL-BL36NTE,Napoleon,gas-fireplaces-scraped.json,Napoleon 36 Inch Ascent Linear Direct Vent Gas Fireplace,https://www.efireplacestore.com/npl-bl36nte.html,https://www.efireplacestore.com/images/napoleon-36-ascent-direct-vent-linear-gas-fireplace-58_204992.webp,/products-upgraded/gas-fireplaces/npl-bl36nte.webp,3478,92d27a4a172838d621872f36fc2b83ad3d9c4066
NPL-EX42PTEL,Napoleon,gas-fireplaces-scraped.json,Napoleon 42 Inch Elevation X Direct Vent Propane Gas Fireplace,https://www.efireplacestore.com/npl-ex42ptel.html,https://www.efireplacestore.com/images/napoleon-36-inch-elevation-x-direct-vent-propane-gas-fireplace-33_205002.webp,/products-upgraded/gas-fireplaces/npl-ex42ptel.webp,34350,abdc9d43d3d0f6763e797b727c8e299ed4bf55aa
NPL-EX36NTEL,Napoleon,gas-fireplaces-scraped.json,Napoleon 36 Inch Elevation X Direct Vent Natural Gas Fireplace,https://www.efireplacestore.com/npl-ex36ntel.html,https://www.efireplacestore.com/images/napoleon-36-elevation-x-direct-vent-natural-gas-fireplace-56_204994.webp,/products-upgraded/gas-fireplaces/npl-ex36ntel.webp,115230,050fc1e727d89009ebaa554cccbc8113afeda405
NPL-BHD4PGN,Napoleon,gas-fireplaces-scraped.json,Napoleon BHD4 Ascent Multi-View Direct Vent Peninsula Gas Fireplace with Glass Burner,https://www.efireplacestore.com/npl-bhd4pgn.html,https://www.efireplacestore.com/images/napoleon-bhd4-ascent-multi-view-direct-vent-peninsula-gas-fireplace-with-glass-burner-73_205185.webp,/products-upgraded/gas-fireplaces/npl-bhd4pgn.webp,20898,2f96d48e078d43be750bb145af59dd67a696c820
NPL-B36NTRE-1,Napoleon,gas-fireplaces-scraped.json,Napoleon 36 Inch Ascent Direct Vent Gas Fireplace - IPI Ignition,https://www.efireplacestore.com/npl-b36ntre-1.html,https://www.efireplacestore.com/images/napoleon-36-inch-ascent-direct-vent-gas-fireplace-ipi-ignition-32_204996.webp,/products-upgraded/gas-fireplaces/npl-b36ntre-1.webp,9612,dbbefcb6ab9c6c51848f4f33f2e4843cb8cdeb26
NPL-BX36NTRE,Napoleon,gas-fireplaces-scraped.json,Napoleon 36 Inch Ascent X Direct Vent Gas Fireplace,https://www.efireplacestore.com/npl-bx36ntre.html,https://www.efireplacestore.com/images/napoleon-36-inch-ascent-x-direct-vent-gas-fireplace-32_204997.webp,/products-upgraded/gas-fireplaces/npl-bx36ntre.webp,8226,f38c88d7bf288438e318b695f42c30f3b3e1097b
MAJ-JADE42IN,Majestic,gas-fireplaces-scraped.json,Majestic 42 Inch Jade Series Direct Vent Gas Fireplace - Electronic Ignition,https://www.majesticproducts.com/fireplaces/gas/jade-series-direct-vent-gas-fireplace,https://hearthnhome.getbynder.com/m/259902fe8ee715a5/webimage-Jade-Series-Product-Video.png,/products-upgraded/gas-fireplaces/maj-jade42in.webp,82144,4cb6ad1a8deaffd0fdb9f1d83dc17f820bebdc08
MAJ-ECHEL48IN,Majestic,gas-fireplaces-scraped.json,Majestic Echelon II 48 Inch Direct Vent Linear Fireplace with IntelliFire Plus Ignition,https://www.majesticproducts.com/fireplaces/gas/echelon-ii-direct-vent-gas-fireplace,https://hearthnhome.getbynder.com/m/b22843d8661976c/webimage-Echelon-II-Product-Video.png,/products-upgraded/gas-fireplaces/maj-echel48in.webp,109234,5a277e822b4529e4b5612f7f29e9ab80fad44442
MAJ-ECHEL60IN,Majestic,gas-fireplaces-scraped.json,Majestic Echelon II 60 Inch Direct Vent Linear Fireplace with IntelliFire Plus Ignition,https://www.majesticproducts.com/fireplaces/gas/echelon-ii-direct-vent-gas-fireplace,https://hearthnhome.getbynder.com/m/b22843d8661976c/webimage-Echelon-II-Product-Video.png,/products-upgraded/gas-fireplaces/maj-echel60in.webp,109234,5a277e822b4529e4b5612f7f29e9ab80fad44442
NPL-E42NT,Napoleon,gas-fireplaces-scraped.json,Napoleon 42 Inch Elevation Direct Vent Gas Fireplace - Millivolt,https://www.efireplacestore.com/npl-e42nt.html,https://www.efireplacestore.com/images/napoleon-36-inch-elevation-direct-vent-gas-fireplace-electronic-ignition-31_205000.webp,/products-upgraded/gas-fireplaces/npl-e42nt.webp,32306,3d673972d36019bc37a0540747a27bc2c2733bf8
NPL-EX42NTEL,Napoleon,gas-fireplaces-scraped.json,Napoleon 42 Inch Elevation X Direct Vent Natural Gas Fireplace,https://www.efireplacestore.com/npl-ex42ntel.html,https://www.efireplacestore.com/images/napoleon-42-elevation-x-direct-vent-natural-gas-fireplace-58_205019.webp,/products-upgraded/gas-fireplaces/npl-ex42ntel.webp,104476,04f91fe7091aed8aa994d64bb98b2c8483ccfc0f
NPL-TLV50N,Napoleon,gas-fireplaces-scraped.json,Napoleon 50 Inch Vector Tall Direct Vent Linear Gas Fireplace,https://www.efireplacestore.com/npl-tlv50n.html,https://www.efireplacestore.com/images/napoleon-50-inch-vector-tall-direct-vent-linear-gas-fireplace-1_434165.webp,/products-upgraded/gas-fireplaces/npl-tlv50n.webp,34484,45ee2dccc785115fd4512e4a3288511ab1e10611
NPL-LV62N,Napoleon,gas-fireplaces-scraped.json,Napoleon 62 Inch Vector Direct Vent Linear Gas Fireplace - Electronic Ignition,https://www.efireplacestore.com/npl-lv62n.html,https://www.efireplacestore.com/images/lv62n-web-gallery-01-vector-lv62-prod-str-logs-birch-rocks-barrier-prem-trim-k-1708640974_9387_570495.webp,/products-upgraded/gas-fireplaces/npl-lv62n.webp,13974,b25d9bccc6fa49f9a4760325d102ad492eba0406
MAJ-MERC32IN,Majestic,gas-fireplaces-scraped.json,Majestic Mercury 32 Inch Direct Vent Gas Fireplace with IntelliFire Touch Ignition,https://www.majesticproducts.com/fireplaces/gas/mercury-direct-vent-gas-fireplace,https://hearthnhome.getbynder.com/m/6672882e99f89af2/webimage-Mercury-Product-Video.png,/products-upgraded/gas-fireplaces/maj-merc32in.webp,53728,48a32fc62513571c6156c364fcedd89d847b5be4
MAJ-ECHEL72IN,Majestic,gas-fireplaces-scraped.json,Majestic Echelon II 72 Inch Direct Vent Linear Fireplace with IntelliFire Plus Ignition,https://www.majesticproducts.com/fireplaces/gas/echelon-ii-direct-vent-gas-fireplace,https://hearthnhome.getbynder.com/m/b22843d8661976c/webimage-Echelon-II-Product-Video.png,/products-upgraded/gas-fireplaces/maj-echel72in.webp,109234,5a277e822b4529e4b5612f7f29e9ab80fad44442
MAJ-ECHEL36STIN,Majestic,gas-fireplaces-scraped.json,Majestic Echelon II 36 Inch Direct Vent See-Through Fireplace with IntelliFire Plus Ignition,https://www.majesticproducts.com/fireplaces/gas/echelon-ii-see-through-direct-vent-gas-fireplace,https://hearthnhome.getbynder.com/m/b22843d8661976c/webimage-Echelon-II-Product-Video.png,/products-upgraded/gas-fireplaces/maj-echel36stin.webp,109234,5a277e822b4529e4b5612f7f29e9ab80fad44442
MAJ-MARQ42STIN,Majestic,gas-fireplaces-scraped.json,Majestic Marquis II 42 Inch Direct Vent See-Through Fireplace with IntelliFire Tough Ignition,https://www.majesticproducts.com/fireplaces/gas/marquis-ii-see-through-direct-vent-gas-fireplace,https://hearthnhome.getbynder.com/m/a940dce8fdd16d/webimage-Marquis-II-Product-Video.png,/products-upgraded/gas-fireplaces/maj-marq42stin.webp,83620,792e1750a000af607068e1132d0ba24935217899
MAJ-ECHEL36IN,Majestic,gas-fireplaces-scraped.json,Majestic Echelon II 36 Inch Direct Vent Linear Fireplace with IntelliFire Plus Ignition,https://www.majesticproducts.com/fireplaces/gas/echelon-ii-direct-vent-gas-fireplace,https://hearthnhome.getbynder.com/m/b22843d8661976c/webimage-Echelon-II-Product-Video.png,/products-upgraded/gas-fireplaces/maj-echel36in.webp,109234,5a277e822b4529e4b5612f7f29e9ab80fad44442
MAJ-JADE32IN-B,Majestic,gas-fireplaces-scraped.json,Majestic 32 Inch Jade Series Direct Vent Gas Fireplace - Intellifire Pilot,https://www.majesticproducts.com/fireplaces/gas/jade-series-direct-vent-gas-fireplace,https://hearthnhome.getbynder.com/m/259902fe8ee715a5/webimage-Jade-Series-Product-Video.png,/products-upgraded/gas-fireplaces/maj-jade32in-b.webp,82144,4cb6ad1a8deaffd0fdb9f1d83dc17f820bebdc08
MAJ-MER42N,Majestic,gas-fireplaces-scraped.json,Majestic 42 Inch Meridian Gas Direct Vent Fireplace,https://www.majesticproducts.com/fireplaces/gas/meridian-series,https://hearthnhome.getbynder.com/m/543ab1c3c430563d/webimage-MAJ-Meridian-Product-Video.jpg,/products-upgraded/gas-fireplaces/maj-mer42n.webp,55120,859def58b23783ae0bfab84a484ea3f7312cd8a4
MAJ-ECHEL48STIN,Majestic,gas-fireplaces-scraped.json,Majestic Echelon II 48 Inch Direct Vent See-Through Fireplace with IntelliFire Plus Ignition,https://www.majesticproducts.com/fireplaces/gas/echelon-ii-see-through-direct-vent-gas-fireplace,https://hearthnhome.getbynder.com/m/b22843d8661976c/webimage-Echelon-II-Product-Video.png,/products-upgraded/gas-fireplaces/maj-echel48stin.webp,109234,5a277e822b4529e4b5612f7f29e9ab80fad44442
NPL-E42NTE,Napoleon,gas-fireplaces-scraped.json,Napoleon 42 Inch Elevation Direct Vent Gas Fireplace - Electronic Ignition,https://www.efireplacestore.com/npl-e42nte.html,https://www.efireplacestore.com/images/kingsman-zero-clearance-clean-view-direct-vent-linear-ipi-gas-fireplace-36-inch-zcvrb3622e-74_452303.webp,/products-upgraded/gas-fireplaces/npl-e42nte.webp,7626,c92d380247c5dc1246552baac02b8feade5df2f6
NPL-DX42NTRE,Napoleon,gas-fireplaces-scraped.json,Napoleon 42 Inch Ascent Deep X Direct Vent Gas Fireplace - IPI Ignition,https://www.efireplacestore.com/npl-dx42ntre.html,https://www.efireplacestore.com/images/napoleon-42-inch-ascent-deep-direct-vent-gas-fireplace-ipi-ignition-33_205022.webp,/products-upgraded/gas-fireplaces/npl-dx42ntre.webp,8450,32792304f6cfb42c7b00d9d3b1504a8e84b571d9
NPL-B42NT,Napoleon,gas-fireplaces-scraped.json,Napoleon B42 Ascent Builder Series 42 Inch Direct Vent Fireplace - Millivolt,https://www.efireplacestore.com/npl-b42nt.html,https://www.efireplacestore.com/images/napoleon-b42-ascent-builder-series-42-direct-vent-fireplace-millivolt-119_205163.webp,/products-upgraded/gas-fireplaces/npl-b42nt.webp,9938,26de059b6a0e879560b3e5ed24bc67ca2aa642e3
MAJ-MER42MN,Majestic,gas-fireplaces-scraped.json,Majestic 42 Inch Meridian Modern Natural Gas Direct Vent Fireplace,https://www.majesticproducts.com/fireplaces/gas/meridian-series,https://hearthnhome.getbynder.com/m/543ab1c3c430563d/webimage-MAJ-Meridian-Product-Video.jpg,/products-upgraded/gas-fireplaces/maj-mer42mn.webp,55120,859def58b23783ae0bfab84a484ea3f7312cd8a4
NPL-BHD4PN,Napoleon,gas-fireplaces-scraped.json,Napoleon BHD4 Ascent Multi-View Direct Vent Peninsula Gas Fireplace with Gas Logs,https://www.efireplacestore.com/npl-bhd4pn.html,https://www.efireplacestore.com/images/napoleon-bhd4-ascent-multi-view-direct-vent-peninsula-gas-fireplace-with-gas-logs-67_205184.webp,/products-upgraded/gas-fireplaces/npl-bhd4pn.webp,21054,f93d3700f582847257dc4fd75d5a638433e170eb
MAJ-RUBY30FS-N,Majestic,gas-fireplaces-scraped.json,Majestic 30 Inch Ruby Direct Vent Gas Freestanding Fireplace with Intellifire Ignition,https://www.majesticproducts.com/fireplaces/freestanding-gas/ruby-freestanding-gas-fireplace,https://hearthnhome.getbynder.com/m/7a2c71831c975fde/webimage-Ruby-Freestanding-Gas-Fireplace.jpg,/products-upgraded/gas-fireplaces/maj-ruby30fs-n.webp,44932,efb43998dd9acf6e21048f80f86ebccf0af7208b
MAJ-PIER-DV36IN,Majestic,gas-fireplaces-scraped.json,Majestic 36 Inch Pier Direct Vent 3-Sided Natural Gas Fireplace with IntelliFire Touch Ignition,https://www.majesticproducts.com/fireplaces/gas/pier-direct-vent-gas-fireplace,https://hearthnhome.getbynder.com/m/697857a75ff215e8/webimage-HNG-Multi-Sided-Gas-Fireplaces.png,/products-upgraded/gas-fireplaces/maj-pier-dv36in.webp,40784,bc48fc43924af301955ba9deab0ded28ab67970c
NPL-D42NTRE,Napoleon,gas-fireplaces-scraped.json,Napoleon 42 Inch Ascent Deep Direct Vent Gas Fireplace - IPI Ignition,https://www.efireplacestore.com/npl-d42ntre.html,https://www.efireplacestore.com/images/napoleon-42-inch-ascent-deep-direct-vent-gas-fireplace-ipi-ignition-33_205022.webp,/products-upgraded/gas-fireplaces/npl-d42ntre.webp,8450,32792304f6cfb42c7b00d9d3b1504a8e84b571d9
NPL-LV74N,Napoleon,gas-fireplaces-scraped.json,Napoleon 74 Inch Vector Direct Vent Linear Gas Fireplace - Electronic Ignition,https://www.efireplacestore.com/npl-lv74n.html,https://www.efireplacestore.com/images/lv74n-web-gallery-01-vector-lv74-prod-str-logs-beach-plus-beads-c-srnd-classic-k-1708644064_9678_570497.webp,/products-upgraded/gas-fireplaces/npl-lv74n.webp,15592,a1b1d347b66863cf2b7a6d064e09d6b70e863c04
NPL-LV74N2,Napoleon,gas-fireplaces-scraped.json,Napoleon 74 Inch See-Through Vector Direct-Vent Linear Gas Fireplace - Electronic Ignition,https://www.efireplacestore.com/npl-lv74n2.html,https://www.efireplacestore.com/images/lv74n2-web-gallery-01-vector-lv74st-prod-str-logs-beach-plus-beads-c-srnd-classic-k-1708698452_2249_570496.webp,/products-upgraded/gas-fireplaces/npl-lv74n2.webp,16890,341ec414842e1bbe3898de4f74c69fa3c6e89f93
NPL-GSS48E,Napoleon,gas-fireplaces-scraped.json,Napoleon Single-Sided 48 Inch Galaxy Outdoor Gas Linear Fireplace,https://www.efireplacestore.com/npl-gss48e.html,https://www.efireplacestore.com/images/napoleon-single-sided-galaxy-outdoor-gas-fireplace-38_205856.webp,/products-upgraded/gas-fireplaces/npl-gss48e.webp,28376,08deb3aa9b16295f6f5dba3b6373e195d95d13a5
NPL-GSS36CFNE,Napoleon,gas-fireplaces-scraped.json,Napoleon Riverside 36 Clean Face Outdoor Natural Gas Fireplace,https://www.efireplacestore.com/npl-gss36cfne.html,https://www.efireplacestore.com/images/napoleon-riverside-36-clean-face-outdoor-natural-gas-fireplace-38_205832.webp,/products-upgraded/gas-fireplaces/npl-gss36cfne.webp,25572,345bf95b02535dce25a4a24f3c326920449712cd
MAJ-MER36NAFKDMPB,Majestic,gas-fireplaces-scraped.json,Majestic 36 Inch Meridian Gas Direct Vent Fireplace with Primed MDF Kenwood B Mantel,https://www.majesticproducts.com/fireplaces/gas/meridian-series,https://hearthnhome.getbynder.com/m/543ab1c3c430563d/webimage-MAJ-Meridian-Product-Video.jpg,/products-upgraded/gas-fireplaces/maj-mer36nafkdmpb.webp,55120,859def58b23783ae0bfab84a484ea3f7312cd8a4
